ProteinID,Gene,Description,parental_1 Intensity,parental_2 Intensity,parental_3 Intensity,SRB1_1 Intensity,SRB1_2 Intensity,SRB1_3 Intensity
Q06210,GFPT1,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,31.6149,31.3855,31.6427,26.5276,29.3675,27.6028
Q06265,EXOSC9,Exosome complex component RRP45,28.9779,28.3858,28.1047,27.7964,28.5458,29.1616
Q06323,PSME1,Proteasome activator complex subunit 1,34.1191,34.4961,34.6808,31.7089,31.8381,31.9999
Q06481,APLP2,Amyloid-like protein 2,30.3333,30.1511,30.1428,33.1187,33.3373,33.2732
Q06520,SULT2A1,Bile salt sulfotransferase,30.5154,30.5121,30.7885,28.4091,28.9294,28.1141
Q06587,RING1,E3 ubiquitin-protein ligase RING1,30.7463,30.5102,30.4042,30.9227,31.0727,30.9858
Q06787,FMR1,Synaptic functional regulator FMR1,30.9818,30.7569,31.1136,30.0551,30.5974,30.2105
Q06830,PRDX1,Peroxiredoxin-1,38.1299,38.1688,38.2873,35.1692,35.4559,35.3709
Q07020,RPL18,60S ribosomal protein L18,33.0463,32.2791,32.4266,33.1196,32.7609,32.9757
Q07021,C1QBP,"Complement component 1 Q subcomponent-binding protein, mitochondrial",33.4401,33.4302,33.65,33.707,33.9083,33.7792
Q07065,CKAP4,Cytoskeleton-associated protein 4,35.1358,35.1515,35.0736,35.2818,35.4612,35.4227
Q07157,TJP1,Tight junction protein ZO-1,32.5108,32.7539,32.784,32.7643,32.8701,32.8423
Q07352,ZFP36L1,mRNA decay activator protein ZFP36L1,25.7952,26.3244,24.2885,23.4189,27.2357,25.1496
Q07666,KHDRBS1,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",35.7349,35.6804,35.6475,34.6916,35.3522,35.7229
Q07812,BAX,Apoptosis regulator BAX,32.0935,32.3645,32.1431,31.414,31.6071,31.4902
Q07817,BCL2L1,Bcl-2-like protein 1,29.5558,29.3096,29.7108,27.7415,28.8916,29.4035
Q07820,MCL1,Induced myeloid leukemia cell differentiation protein Mcl-1,26.698,26.2678,27.2563,25.3747,26.1831,26.3152
Q07866,KLC1,Kinesin light chain 1,29.5908,30.3274,30.521,23.9725,28.0196,26.2637
Q07954,LRP1,Prolow-density lipoprotein receptor-related protein 1,30.4572,30.2578,30.0499,31.2184,31.5571,31.5183
Q07955,SRSF1,Serine/arginine-rich splicing factor 1,35.792,35.4934,35.5655,35.5262,35.7506,35.8567
Q07960,ARHGAP1,Rho GTPase-activating protein 1,29.4096,29.1817,29.7402,26.5019,27.7443,24.5611
Q08170,SRSF4,Serine/arginine-rich splicing factor 4,33.1996,33.1882,33.083,32.712,32.5738,32.8742
Q08209,PPP3CA,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform,26.9426,27.2977,27.6804,25.5164,24.8038,24.4958
Q08211,DHX9,ATP-dependent RNA helicase A,34.0468,34.0019,34.0371,33.9337,34.1846,34.0033
Q08257,CRYZ,Quinone oxidoreductase,33.6774,33.5124,33.769,33.1457,33.4929,33.376
Q08357,SLC20A2,Sodium-dependent phosphate transporter 2,25.6139,25.7771,27.6071,28.5972,29.2667,28.5917
Q08378,GOLGA3,Golgin subfamily A member 3,29.1377,29.6542,29.504,29.0945,29.6929,28.2087
Q08379,GOLGA2,Golgin subfamily A member 2,31.4446,31.6799,31.5273,31.7195,32.2119,32.0873
Q08380,LGALS3BP,Galectin-3-binding protein,31.2763,31.0983,31.1831,30.8573,30.9736,30.8862
Q08426,EHHADH,Peroxisomal bifunctional enzyme,32.3077,32.1548,32.0685,32.5436,32.7967,32.5439
Q08495,DMTN,Dematin,32.0507,31.9704,32.1188,31.5727,31.5367,31.6482
Q08752,PPID,Peptidyl-prolyl cis-trans isomerase D,31.4678,31.9619,31.7805,27.5359,28.9945,26.7924
Q08945,SSRP1,FACT complex subunit SSRP1,32.5484,32.5744,32.5756,31.7391,31.4104,31.5773
Q08AM6,VAC14,Protein VAC14 homolog,27.8551,27.5884,27.4393,24.5892,24.3104,24.7695
Q08J23,NSUN2,tRNA (cytosine(34)-C(5))-methyltransferase,30.766,30.9625,30.8055,28.5095,29.1067,28.5715
Q09028,RBBP4,Histone-binding protein RBBP4,32.3112,32.2426,32.4418,32.2531,32.7064,32.0054
Q09161,NCBP1,Nuclear cap-binding protein subunit 1,26.5068,24.3734,26.9783,27.4534,28.0869,27.9193
Q09328,MGAT5,"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A",25.638,24.9888,26.3289,24.7494,25.7,25.4172
Q09472,EP300,Histone acetyltransferase p300,27.3045,27.5995,27.3503,27.5027,27.7652,26.9265
Q09666,AHNAK,Neuroblast differentiation-associated protein AHNAK,35.7153,35.6742,35.9029,34.1279,34.2469,34.5566
Q0VDF9,HSPA14,Heat shock 70 kDa protein 14,25.7708,26.1602,25.8156,24.4926,25.3313,25.7011
Q0VGL1,LAMTOR4,Ragulator complex protein LAMTOR4,27.8874,27.9197,28.1683,29.1099,29.2111,28.9118
Q10469,MGAT2,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",24.6458,25.8594,25.1154,25.461,26.2575,27.0502
Q10471,GALNT2,Polypeptide N-acetylgalactosaminyltransferase 2,31.9665,31.7057,31.878,31.9399,32.2142,31.8484
Q10472,GALNT1,Polypeptide N-acetylgalactosaminyltransferase 1,25.8754,26.4135,25.4679,26.4837,26.4371,26.4022
Q10567,AP1B1,AP-1 complex subunit beta-1,29.8479,30.0192,30.0189,29.7648,29.6504,29.4143
Q10570,CPSF1,Cleavage and polyadenylation specificity factor subunit 1,28.9319,29.132,29.43,29.7899,30.5784,29.847
Q10589,BST2,Bone marrow stromal antigen 2,29.0042,28.0394,28.3785,30.5982,30.3385,30.1217
Q10713,PMPCA,Mitochondrial-processing peptidase subunit alpha,31.8245,31.5357,32.1255,32.508,32.7757,32.5253
Q11201,ST3GAL1,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",26.3584,26.1104,26.4412,26.3892,26.456,26.2698
Q11206,ST3GAL4,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4",22.6619,22.9428,23.9122,24.5544,24.2494,24.5222
Q12765,SCRN1,Secernin-1,31.3671,31.6288,31.3232,27.4768,28.5394,28.4177
Q12769,NUP160,Nuclear pore complex protein Nup160,24.8315,26.525,23.6776,24.7805,26.7216,26.3667
Q12778,FOXO1,Forkhead box protein O1,26.5128,26.4837,26.8945,24.4175,26.1087,25.9863
Q12789,GTF3C1,General transcription factor 3C polypeptide 1,30.7661,30.7515,30.4522,30.5819,31.0982,30.8932
Q12792,TWF1,Twinfilin-1,29.9555,30.4424,30.5463,27.558,27.8849,28.0392
Q12794,HYAL1,Hyaluronidase-1,24.3157,25.9977,25.9832,26.6176,23.6477,26.2983
Q12797,ASPH,Aspartyl/asparaginyl beta-hydroxylase,34.1347,34.1642,33.8925,33.9772,34.0985,34.094
Q12824,SMARCB1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1,29.9183,29.5228,29.9397,30.0835,30.3581,30.6668
Q12830,BPTF,Nucleosome-remodeling factor subunit BPTF,30.8561,30.7543,31.8313,30.4734,31.1868,31.3614
Q12846,STX4,Syntaxin-4,29.8137,30.0011,29.815,30.6291,30.3809,30.3907
Q12849,GRSF1,G-rich sequence factor 1,31.6546,31.5718,31.6027,32.6346,32.788,32.7658
Q12866,MERTK,Tyrosine-protein kinase Mer,25.405,25.8641,24.4186,26.0872,24.2491,25.7509
Q12872,SFSWAP,"Splicing factor, suppressor of white-apricot homolog",29.4713,28.3709,28.1285,29.9276,29.6517,29.3832
Q12874,SF3A3,Splicing factor 3A subunit 3,33.5188,33.35,33.4266,33.3033,33.5313,33.6047
Q12888,TP53BP1,TP53-binding protein 1,30.3082,30.544,29.897,29.6918,30.3013,30.4139
Q12904,AIMP1,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1,34.5997,34.5365,34.5607,33.8887,34.1833,34.1743
Q12905,ILF2,Interleukin enhancer-binding factor 2,32.7822,32.8601,32.9033,32.6146,33.3361,33.2001
Q12906,ILF3,Interleukin enhancer-binding factor 3,34.9756,34.9296,35.0267,35.225,35.3932,35.3446
Q12907,LMAN2,Vesicular integral-membrane protein VIP36,30.8594,30.7948,30.8151,31.5348,31.9424,31.4321
Q12929,EPS8,Epidermal growth factor receptor kinase substrate 8,30.3533,30.5146,30.526,30.0766,30.1965,30.0074
Q12931,TRAP1,"Heat shock protein 75 kDa, mitochondrial",32.8698,33.5205,33.1241,33.321,33.9631,33.6878
Q12959,DLG1,Disks large homolog 1,31.0015,31.0044,30.3898,31.0609,31.3924,31.5189
Q12962,TAF10,Transcription initiation factor TFIID subunit 10,29.0879,28.578,29.0928,29.087,29.0625,29.1073
Q12965,MYO1E,Unconventional myosin-Ie,29.1544,28.2794,28.8142,27.0297,24.0836,27.2307
Q12972,PPP1R8,Nuclear inhibitor of protein phosphatase 1,31.0056,31.3692,31.3776,30.7803,30.8778,30.9939
Q12974,PTP4A2,Protein tyrosine phosphatase type IVA 2,27.0342,24.9865,26.255,24.3775,24.4358,24.9238
Q12981,BNIP1,Vesicle transport protein SEC20,29.4566,28.24,28.89,30.0387,30.047,29.7867
Q12983,BNIP3,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,28.2656,27.6653,28.5077,28.212,28.7465,27.8176
Q12996,CSTF3,Cleavage stimulation factor subunit 3,30.8591,30.9455,30.4634,31.0604,31.1323,31.2417
Q13011,ECH1,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",33.6694,33.3459,33.6533,34.0246,34.2359,34.0477
Q13017,ARHGAP5,Rho GTPase-activating protein 5,27.7097,29.7418,29.7526,23.8902,29.7833,24.8319
Q13029,PRDM2,PR domain zinc finger protein 2,24.9928,22.6493,24.8561,24.1193,24.925,25.4474
Q13033,STRN3,Striatin-3,29.8239,29.3379,29.0703,27.7656,28.2672,26.2811
Q13043,STK4,Serine/threonine-protein kinase 4,28.5259,28.9715,28.3755,25.8198,25.4089,26.3398
Q13045,FLII,Protein flightless-1 homolog,28.9138,28.5399,28.2666,27.1497,27.4069,27.8255
Q13057,COASY,Bifunctional coenzyme A synthase,31.229,31.0298,30.9165,30.4265,29.8791,29.93
Q13084,MRPL28,"39S ribosomal protein L28, mitochondrial",31.4312,31.0384,31.0183,30.5305,31.9941,31.9483
Q13085,ACACA,Acetyl-CoA carboxylase 1,28.8912,28.2815,28.8804,25.8684,25.0425,26.5715
Q13098,GPS1,COP9 signalosome complex subunit 1,29.1388,29.4582,29.5333,27.7563,26.2915,27.8622
Q13111,CHAF1A,Chromatin assembly factor 1 subunit A,31.0031,30.9568,30.6356,30.6383,31.1177,31.2349
Q13112,CHAF1B,Chromatin assembly factor 1 subunit B,29.1927,29.1166,29.0633,28.7567,28.5525,28.8219
Q13123,IK,Protein Red,32.8054,32.9715,33.1034,33.2979,33.3584,33.4925
Q13126,MTAP,S-methyl-5'-thioadenosine phosphorylase,30.7357,30.8511,31.1215,27.3091,27.368,26.7987
Q13131,PRKAA1,5'-AMP-activated protein kinase catalytic subunit alpha-1,26.433,27.5359,24.9707,25.1419,24.9584,25.074
Q13136,PPFIA1,Liprin-alpha-1,29.3548,29.167,29.8049,30.3097,30.6898,30.0709
Q13144,EIF2B5,Translation initiation factor eIF-2B subunit epsilon,25.9966,26.0494,23.8806,25.4861,24.1875,26.0892
Q13148,TARDBP,TAR DNA-binding protein 43,34.1315,33.9411,33.8798,33.7677,34.3607,34.1648
Q13151,HNRNPA0,Heterogeneous nuclear ribonucleoprotein A0,34.7402,34.4898,34.3218,34.269,34.4526,34.6419
Q13155,AIMP2,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,31.8523,31.9585,31.9027,31.7135,31.6982,31.4049
Q13158,FADD,FAS-associated death domain protein,27.0306,26.9634,25.3903,24.6229,23.9155,23.2782
Q13162,PRDX4,Peroxiredoxin-4,35.0224,34.9458,34.713,33.795,33.9421,34.0442
Q13164,MAPK7,Mitogen-activated protein kinase 7,24.3785,24.7712,24.5062,26.9393,26.2861,24.9299
Q13177,PAK2,Serine/threonine-protein kinase PAK 2,33.4842,33.556,33.6822,30.8936,30.8162,30.9201
Q13185,CBX3,Chromobox protein homolog 3,33.1792,33.0797,33.0045,32.9012,32.8725,32.8855
Q13188,STK3,Serine/threonine-protein kinase 3,25.7906,24.3299,24.501,25.2618,22.928,23.6872
Q13190,STX5,Syntaxin-5,28.1203,25.3117,28.1084,28.7805,29.6879,28.5105
Q13200,PSMD2,26S proteasome non-ATPase regulatory subunit 2,31.8115,32.1881,32.2898,31.4271,31.895,31.5539
Q13206,DDX10,Probable ATP-dependent RNA helicase DDX10,27.9636,27.1314,27.7844,29.5067,30.7334,30.5503
Q13217,DNAJC3,DnaJ homolog subfamily C member 3,32.4411,32.1643,32.3535,32.6384,32.8818,32.6861
Q13227,GPS2,G protein pathway suppressor 2,27.411,27.43,27.158,26.9174,27.6207,27.894
Q13228,SELENBP1,Methanethiol oxidase,28.8864,28.0742,29.2035,27.1447,24.1018,24.9964
Q13242,SRSF9,Serine/arginine-rich splicing factor 9,33.1042,32.9394,33.1592,32.6002,32.9783,33.0838
Q13243,SRSF5,Serine/arginine-rich splicing factor 5,32.9138,32.8425,32.7846,33.3871,33.173,33.4635
Q13247,SRSF6,Serine/arginine-rich splicing factor 6,35.0786,35.0588,35.0268,35.2757,35.5005,35.5905
Q13257,MAD2L1,Mitotic spindle assembly checkpoint protein MAD2A,27.677,27.6116,27.6605,27.2157,23.7073,23.859
Q13263,TRIM28,Transcription intermediary factor 1-beta,35.5336,35.52,35.5225,35.2546,35.369,35.2993
Q13268,DHRS2,"Dehydrogenase/reductase SDR family member 2, mitochondrial",36.9334,36.8968,36.7682,37.7517,37.8824,37.6992
Q13283,G3BP1,Ras GTPase-activating protein-binding protein 1,34.9018,34.9468,34.9765,34.4755,34.599,34.5561
Q13285,NR5A1,Steroidogenic factor 1,27.2246,27.6208,26.9208,27.4313,29.2359,29.067
Q13308,PTK7,Inactive tyrosine-protein kinase 7,31.6649,31.5552,31.478,31.9067,32.4592,31.9528
Q13310,PABPC4,Polyadenylate-binding protein 4,32.472,32.4841,32.2667,31.9902,32.4396,32.3875
Q13330,MTA1,Metastasis-associated protein MTA1,30.6561,30.7628,30.2414,31.1177,31.233,31.0173
Q13332,PTPRS,Receptor-type tyrosine-protein phosphatase S,24.748,26.8551,24.8861,28.7918,28.8504,28.2635
Q13347,EIF3I,Eukaryotic translation initiation factor 3 subunit I,32.4853,32.296,32.2916,31.5926,32.1363,31.7597
Q13352,ITGB3BP,Centromere protein R,27.8636,23.5917,27.6548,24.6601,26.1579,26.4486
Q13356,PPIL2,RING-type E3 ubiquitin-protein ligase PPIL2,29.1473,28.9365,30.8365,29.047,29.305,29.5821
Q13362,PPP2R5C,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform,26.1259,25.4052,25.4307,23.4936,24.7837,25.2384
Q13363,CTBP1,C-terminal-binding protein 1,30.9906,30.8828,30.8437,30.6484,30.4861,30.5667
Q13370,PDE3B,"cGMP-inhibited 3',5'-cyclic phosphodiesterase B",24.9122,25.5365,25.4453,25.7908,25.6233,25.3181
Q13393,PLD1,Phospholipase D1,26.7739,24.6454,28.7186,28.2065,28.6077,27.7248
Q13404,UBE2V1,Ubiquitin-conjugating enzyme E2 variant 1,33.2596,33.5238,33.8014,30.9261,31.1342,31.0111
Q13405,MRPL49,"39S ribosomal protein L49, mitochondrial",31.1182,31.0689,31.2925,32.0036,31.9242,31.8187
Q13409,DYNC1I2,Cytoplasmic dynein 1 intermediate chain 2,32.1633,32.187,32.3403,29.6996,29.9779,29.901
Q13416,ORC2,Origin recognition complex subunit 2,29.5393,29.3606,29.6762,29.0176,28.9194,27.5295
Q13418,ILK,Integrin-linked protein kinase,28.2268,28.2378,27.8041,26.8237,27.3363,26.0323
Q13423,NNT,"NAD(P) transhydrogenase, mitochondrial",31.6325,31.7932,31.9672,31.7141,32.1298,31.7248
Q13425,SNTB2,Beta-2-syntrophin,29.1772,29.026,28.1742,27.3173,29.6401,29.4672
Q13427,PPIG,Peptidyl-prolyl cis-trans isomerase G,32.4795,32.3307,31.8388,31.4963,32.0096,32.0102
Q13428,TCOF1,Treacle protein,34.6804,34.6486,34.751,34.5379,34.6478,34.9379
Q13435,SF3B2,Splicing factor 3B subunit 2,35.7682,35.8305,35.749,35.7759,35.7897,36.0305
Q13438,OS9,Protein OS-9,32.5751,32.1762,32.3533,32.1206,32.2612,32.2888
Q13439,GOLGA4,Golgin subfamily A member 4,28.3019,27.6402,27.6003,30.2656,28.0905,28.6492
Q13442,PDAP1,28 kDa heat- and acid-stable phosphoprotein,33.2244,33.0284,33.2784,30.4976,31.3587,31.2344
Q13443,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,28.762,28.7517,28.3838,29.6253,29.9147,29.7951
Q13451,FKBP5,Peptidyl-prolyl cis-trans isomerase FKBP5,30.9525,30.9284,31.4571,29.869,30.0677,30.2828
Q13454,TUSC3,Tumor suppressor candidate 3,27.1489,27.7806,28.1221,28.2384,27.8701,28.0745
Q13464,ROCK1,Rho-associated protein kinase 1,26.0145,27.6386,25.0474,23.7347,23.7677,24.0595
Q13467,FZD5,Frizzled-5,24.7884,25.6807,26.4859,26.513,26.1996,26.441
Q13469,NFATC2,"Nuclear factor of activated T-cells, cytoplasmic 2",26.9609,27.1155,27.191,25.6298,25.8123,25.7707
Q13472,TOP3A,DNA topoisomerase 3-alpha,26.1341,26.3712,25.6331,24.3409,24.5983,24.6935
Q13485,SMAD4,Mothers against decapentaplegic homolog 4,25.065,25.8545,26.6652,25.4569,25.5261,23.7773
Q13488,TCIRG1,V-type proton ATPase 116 kDa subunit a isoform 3,24.0933,23.6005,24.6242,27.4113,28.1155,28.5059
Q13492,PICALM,Phosphatidylinositol-binding clathrin assembly protein,31.2735,31.342,31.364,31.6819,31.6815,31.6085
Q13496,MTM1,Myotubularin,27.9172,27.4773,28.4512,23.6688,24.4632,26.0803
Q13501,SQSTM1,Sequestosome-1,30.8845,29.9235,30.8019,32.395,32.599,32.7439
Q13505,MTX1,Metaxin-1,31.9499,32.0177,31.9443,31.0853,31.9188,32.04
Q13509,TUBB3,Tubulin beta-3 chain,31.5654,31.7559,31.4753,29.2622,29.5696,28.3385
Q13523,PRPF4B,Serine/threonine-protein kinase PRP4 homolog,31.4128,31.1904,30.9412,31.3855,31.9156,31.8376
Q13526,PIN1,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,31.7454,31.6715,31.964,28.8101,29.0021,28.7528
Q13541,EIF4EBP1,Eukaryotic translation initiation factor 4E-binding protein 1,30.8308,31.1057,31.1019,25.8488,24.6812,24.4432
Q13542,EIF4EBP2,Eukaryotic translation initiation factor 4E-binding protein 2,26.9021,26.5667,26.9311,25.7043,25.4946,26.371
Q13547,HDAC1,Histone deacetylase 1,31.411,31.0716,31.3168,31.6119,31.648,31.5371
Q13557,CAMK2D,Calcium/calmodulin-dependent protein kinase type II subunit delta,30.8394,30.8375,30.8908,30.9386,31.0274,30.4916
Q13561,DCTN2,Dynactin subunit 2,32.3031,32.4253,32.4992,30.4913,30.7485,30.4025
Q13564,NAE1,NEDD8-activating enzyme E1 regulatory subunit,25.2915,25.0812,25.6525,25.019,25.8721,24.925
Q13573,SNW1,SNW domain-containing protein 1,33.7386,33.6268,33.8033,33.401,33.528,33.8033
Q13576,IQGAP2,Ras GTPase-activating-like protein IQGAP2,30.8637,31.2021,30.687,29.6015,30.9477,30.2333
Q13586,STIM1,Stromal interaction molecule 1,32.46,32.3375,32.3202,32.2156,32.3693,32.3427
Q13595,TRA2A,Transformer-2 protein homolog alpha,31.1576,30.8159,31.2506,31.279,31.5162,31.6588
Q13596,SNX1,Sorting nexin-1,30.8569,31.2385,31.3751,29.6077,29.1702,28.9
Q13601,KRR1,KRR1 small subunit processome component homolog,29.843,29.0567,28.7698,30.2267,30.0825,30.3632
Q13616,CUL1,Cullin-1,26.755,29.0323,28.9669,29.28,28.202,27.7908
Q13618,CUL3,Cullin-3,27.2869,27.8865,27.3173,24.3602,24.2281,25.6219
Q13619,CUL4A,Cullin-4A,29.3957,29.7175,29.4182,27.596,27.4324,28.0244
Q13620,CUL4B,Cullin-4B,27.4946,27.5585,27.4106,26.7352,26.8489,26.6635
Q13625,TP53BP2,Apoptosis-stimulating of p53 protein 2,26.9433,27.1326,27.5773,24.5166,24.0981,24.0613
Q13627,DYRK1A,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,25.8024,27.2182,25.4931,24.9341,25.0548,25.0399
Q13630,TSTA3,GDP-L-fucose synthase,29.0685,29.5154,29.4461,24.5332,26.1228,25.2455
Q13637,RAB32,Ras-related protein Rab-32,26.9243,26.8086,24.8397,28.1596,28.6959,27.9318
Q13643,FHL3,Four and a half LIM domains protein 3,27.105,27.3295,26.3347,22.7517,24.4043,24.5385
Q13685,AAMP,Angio-associated migratory cell protein,26.8585,27.5706,26.9515,24.7202,25.1598,23.9494
Q13686,ALKBH1,Nucleic acid dioxygenase ALKBH1,26.0166,26.2288,25.2862,24.6843,25.8036,25.3978
Q13724,MOGS,Mannosyl-oligosaccharide glucosidase,33.4662,33.5924,33.0175,33.7335,33.7732,33.5931
Q13740,ALCAM,CD166 antigen,31.6958,31.4774,31.9589,25.244,25.2192,24.7635
Q13769,THOC5,THO complex subunit 5 homolog,28.5561,28.2969,21.678,28.9427,29.1742,28.9421
Q13772,NCOA4,Nuclear receptor coactivator 4,26.8668,27.0999,27.3434,27.7511,28.0186,28.3586
Q13795,ARFRP1,ADP-ribosylation factor-related protein 1,24.2226,24.8422,25.4145,27.0182,26.3423,26.5138
Q13813,SPTAN1,"Spectrin alpha chain, non-erythrocytic 1",35.9879,36.0633,36.0087,35.8321,36.1741,36.1994
Q13823,GNL2,Nucleolar GTP-binding protein 2,30.2692,30.2522,30.7586,30.3081,30.7865,31.1187
Q13825,AUH,"Methylglutaconyl-CoA hydratase, mitochondrial",28.8452,28.8924,29.6101,29.6795,29.559,28.5864
Q13838,DDX39B,Spliceosome RNA helicase DDX39B,33.4142,33.2707,33.2744,33.2572,33.7563,33.4027
Q13867,BLMH,Bleomycin hydrolase,28.8284,28.7837,29.2365,27.1911,27.3995,25.0938
Q13868,EXOSC2,Exosome complex component RRP4,28.1677,28.2667,28.2727,29.5167,29.4308,29.0491
Q13884,SNTB1,Beta-1-syntrophin,34.1268,34.0696,33.8831,33.9603,34.2348,34.0939
Q13885,TUBB2A,Tubulin beta-2A chain,30.448,30.1211,30.3716,28.1019,28.4355,28.5647
Q13888,GTF2H2,General transcription factor IIH subunit 2,25.3265,24.0719,23.9439,26.398,26.2271,27.2443
Q13895,BYSL,Bystin,31.907,32.0519,32.0985,31.5415,32.0734,32.3967
Q13901,C1D,Nuclear nucleic acid-binding protein C1D,29.7248,29.5572,28.7721,29.2628,29.4765,29.9456
Q13907,IDI1,Isopentenyl-diphosphate Delta-isomerase 1,31.3234,31.5734,31.4177,29.5892,30.0784,29.7002
Q13948,CUX1,Protein CASP,30.5599,30.3578,29.7631,30.1422,29.8691,29.7599
Q13951,CBFB,Core-binding factor subunit beta,29.524,29.596,27.0465,24.6193,24.3333,25.2964
Q13952,NFYC,Nuclear transcription factor Y subunit gamma,28.3519,27.8308,27.4973,27.6562,28.1127,28.1561
Q14004,CDK13,Cyclin-dependent kinase 13,26.7708,27.2892,27.4528,26.0539,26.9521,27.7576
Q14008,CKAP5,Cytoskeleton-associated protein 5,32.4299,31.721,31.5942,30.5012,30.8977,31.5447
Q14011,CIRBP,Cold-inducible RNA-binding protein,33.6988,33.6799,33.7023,33.8676,33.8257,34.0502
Q14012,CAMK1,Calcium/calmodulin-dependent protein kinase type 1,26.8517,24.0217,27.0328,25.3352,24.6683,23.988
Q14055,COL9A2,Collagen alpha-2(IX) chain,28.1023,26.6257,27.8401,28.5825,27.6298,28.1424
Q14061,COX17,Cytochrome c oxidase copper chaperone,25.8201,25.8048,24.9078,23.3569,25.1902,26.255
Q14103,HNRNPD,Heterogeneous nuclear ribonucleoprotein D0,36.3817,36.394,36.393,36.0932,36.212,36.2813
Q14108,SCARB2,Lysosome membrane protein 2,27.8374,28.191,27.8593,28.8965,29.6673,29.0567
Q14118,DAG1,Dystroglycan,32.7115,32.2734,32.3407,32.9797,32.9469,32.8209
Q14119,VEZF1,Vascular endothelial zinc finger 1,28.0597,26.8623,27.8372,26.7673,27.7103,27.67
Q14126,DSG2,Desmoglein-2,32.3599,32.3045,32.1867,31.838,31.8228,32.0246
Q14137,BOP1,Ribosome biogenesis protein BOP1,31.4436,31.6713,31.3557,31.3491,31.5735,31.1729
Q14139,UBE4A,Ubiquitin conjugation factor E4 A,25.1589,27.3701,26.3407,26.3358,28.8151,28.2666
Q14141,6-Sep,Septin-6,30.0729,30.0464,30.3058,28.4207,28.8824,29.3031
Q14149,MORC3,MORC family CW-type zinc finger protein 3,29.3963,29.4227,29.401,29.6525,28.758,29.5541
Q14151,SAFB2,Scaffold attachment factor B2,33.0934,33.0366,32.9018,32.5175,32.6686,33.0497
Q14152,EIF3A,Eukaryotic translation initiation factor 3 subunit A,35.1209,35.1508,35.0812,34.0111,34.4819,34.1575
Q14155,ARHGEF7,Rho guanine nucleotide exchange factor 7,33.6168,32.4634,33.4982,33.4257,33.6418,33.395
Q14157,UBAP2L,Ubiquitin-associated protein 2-like,31.9329,31.9185,31.954,30.9975,31.0821,31.1531
Q14160,SCRIB,Protein scribble homolog,32.0403,31.4322,31.7863,32.7284,32.2337,32.6154
Q14161,GIT2,ARF GTPase-activating protein GIT2,27.2771,27.4668,27.4302,25.6967,25.4229,25.1565
Q14165,MLEC,Malectin,31.5312,31.4224,31.6051,31.7127,31.6396,31.63
Q14166,TTLL12,Tubulin--tyrosine ligase-like protein 12,30.6745,31.0468,31.0183,27.7306,28.0281,27.3368
Q14186,TFDP1,Transcription factor Dp-1,29.1198,29.3426,29.9374,24.7037,24.5183,25.178
Q14192,FHL2,Four and a half LIM domains protein 2,26.7649,26.0997,26.2843,25.5524,24.5115,24.5717
Q14197,MRPL58,"Peptidyl-tRNA hydrolase ICT1, mitochondrial",31.8246,31.6724,31.795,31.9202,31.9351,32.3471
Q14202,ZMYM3,Zinc finger MYM-type protein 3,28.2064,29.0662,28.7398,29.6472,30.2531,29.8113
Q14203,DCTN1,Dynactin subunit 1,30.3377,30.5899,30.6746,25.015,27.6474,27.5143
Q14204,DYNC1H1,Cytoplasmic dynein 1 heavy chain 1,32.5865,32.7828,32.8063,28.4843,30.2669,29.4212
Q14207,NPAT,Protein NPAT,23.9131,27.3602,26.8152,28.1299,27.542,28.0466
Q14240,EIF4A2,Eukaryotic initiation factor 4A-II,30.1045,30.1602,30.2533,29.1673,29.5338,28.3424
Q14241,ELOA,Elongin-A,31.4728,31.4637,31.6975,30.905,31.2193,31.1426
Q14247,CTTN,Src substrate cortactin,33.5391,33.7703,33.9366,33.1193,33.2642,33.6664
Q14249,ENDOG,"Endonuclease G, mitochondrial",29.8951,29.6434,29.6075,29.0747,29.1595,28.98
Q14254,FLOT2,Flotillin-2,29.2959,29.0754,29.2164,30.6014,30.9956,30.7512
Q14257,RCN2,Reticulocalbin-2,31.4982,30.9216,31.3747,31.5155,31.5946,31.4053
Q14258,TRIM25,E3 ubiquitin/ISG15 ligase TRIM25,31.7643,31.8102,31.5468,27.1852,29.3322,27.7076
Q14318,FKBP8,Peptidyl-prolyl cis-trans isomerase FKBP8,30.857,30.9019,30.7937,31.0796,31.2216,30.959
