ProteinID,Gene,Proximity_Shift_Score,p.value,adj.p.value,significance,significance_raw
P22033,MUT,1.840144336,0.126341714,0.41261205,Not Significant,Not Significant
Q14444,CAPRIN1,-1.19355741,0.126596879,0.41261205,Not Significant,Not Significant
Q99459,CDC5L,0.468711851,0.126558365,0.41261205,Not Significant,Not Significant
P62495,ETF1,0.446161948,0.126959467,0.413156231,Not Significant,Not Significant
Q15019,2-Sep,3.12982398,0.127853832,0.414788467,Not Significant,Not Significant
Q9BY44,EIF2A,-1.13212565,0.127833267,0.414788467,Not Significant,Not Significant
O43670,ZNF207,2.544233599,0.128313753,0.415005584,Not Significant,Not Significant
Q02040,AKAP17A,-1.242321026,0.128143585,0.415005584,Not Significant,Not Significant
O00505,KPNA3,0.352193756,0.128703861,0.415630818,Not Significant,Not Significant
P23193,TCEA1,7.1065014,0.129737133,0.417690281,Not Significant,Not Significant
Q9NUJ1,ABHD10,0.610731969,0.129565388,0.417690281,Not Significant,Not Significant
P23246,SFPQ,0.367546816,0.130716428,0.418927307,Not Significant,Not Significant
P29144,TPP2,1.229442831,0.130652889,0.418927307,Not Significant,Not Significant
Q7Z6Z7,HUWE1,2.242480372,0.13056053,0.418927307,Not Significant,Not Significant
O14929,HAT1,-1.464465725,0.131346267,0.420308054,Not Significant,Not Significant
P06744,GPI,-3.624682043,0.131767249,0.420936561,Not Significant,Not Significant
Q09666,AHNAK,-1.289942053,0.13194129,0.420936561,Not Significant,Not Significant
Q969Z0,TBRG4,1.54128149,0.132199463,0.42112408,Not Significant,Not Significant
Q8NBS9,TXNDC5,1.177671107,0.132408153,0.421153643,Not Significant,Not Significant
Q16836,HADH,0.764702133,0.132688687,0.421411287,Not Significant,Not Significant
O43684,BUB3,0.674404401,0.133180702,0.421798538,Not Significant,Not Significant
Q96SI9,STRBP,3.515863779,0.13321005,0.421798538,Not Significant,Not Significant
P11171,EPB41,5.909827512,0.133651847,0.422563924,Not Significant,Not Significant
O75629,CREG1,4.856211664,0.13405957,0.423219451,Not Significant,Not Significant
Q9HDC9,APMAP,1.028206829,0.134302601,0.423353871,Not Significant,Not Significant
O15164,TRIM24,-2.885828926,0.134752895,0.423964533,Not Significant,Not Significant
O43491,EPB41L2,1.076686395,0.13514895,0.423964533,Not Significant,Not Significant
P36776,LONP1,0.825944937,0.135203135,0.423964533,Not Significant,Not Significant
Q8NFH5,NUP35,0.451691793,0.135299287,0.423964533,Not Significant,Not Significant
B5ME19,EIF3CL,0.657775175,0.13585138,0.425063872,Not Significant,Not Significant
P30153,PPP2R1A,2.698308572,0.137168869,0.428551259,Not Significant,Not Significant
P26196,DDX6,1.976450827,0.138171641,0.430410775,Not Significant,Not Significant
Q14249,ENDOG,3.75465512,0.138088279,0.430410775,Not Significant,Not Significant
O95182,NDUFA7,0.632489927,0.139101686,0.430485226,Not Significant,Not Significant
O95793,STAU1,0.584021116,0.138529469,0.430485226,Not Significant,Not Significant
P22090,RPS4Y1,2.501259601,0.138662736,0.430485226,Not Significant,Not Significant
P51991,HNRNPA3,-0.214977852,0.139214682,0.430485226,Not Significant,Not Significant
Q7L8L6,FASTKD5,-0.825164603,0.139006536,0.430485226,Not Significant,Not Significant
P50991,CCT4,0.693987541,0.139624234,0.431120443,Not Significant,Not Significant
P40938,RFC3,1.254748593,0.140690529,0.43314635,Not Significant,Not Significant
Q5JTH9,RRP12,3.713514927,0.140589416,0.43314635,Not Significant,Not Significant
Q86T03,PIP4P1,1.666629393,0.141522262,0.434440431,Not Significant,Not Significant
Q96EY7,PTCD3,1.232986176,0.141489848,0.434440431,Not Significant,Not Significant
Q9H0A0,NAT10,-4.452727607,0.142145518,0.435720368,Not Significant,Not Significant
P00558,PGK1,-1.592144882,0.142737136,0.436899755,Not Significant,Not Significant
Q13247,SRSF6,-1.116007082,0.143141065,0.437502068,Not Significant,Not Significant
O14893,GEMIN2,8.596443647,0.143841567,0.438374299,Not Significant,Not Significant
Q01433,AMPD2,2.569218315,0.143810426,0.438374299,Not Significant,Not Significant
O43615,TIMM44,2.1535142,0.144653442,0.439140517,Not Significant,Not Significant
O75534,CSDE1,4.294295281,0.145548467,0.439140517,Not Significant,Not Significant
O95249,GOSR1,10.01189747,0.144923458,0.439140517,Not Significant,Not Significant
P10619,CTSA,1.856977891,0.145432704,0.439140517,Not Significant,Not Significant
P56134,ATP5J2,1.170267996,0.145463778,0.439140517,Not Significant,Not Significant
P62241,RPS8,-0.685164256,0.14443533,0.439140517,Not Significant,Not Significant
Q9UPT8,ZC3H4,-1.787727274,0.145466778,0.439140517,Not Significant,Not Significant
Q8WXA9,SREK1,-0.90099667,0.146311651,0.440185481,Not Significant,Not Significant
Q9UJV9,DDX41,1.485987935,0.146254478,0.440185481,Not Significant,Not Significant
Q16629,SRSF7,-0.422256736,0.146634451,0.440529106,Not Significant,Not Significant
O00487,PSMD14,4.275523186,0.148750722,0.441066184,Not Significant,Not Significant
O14653,GOSR2,1.402149446,0.148764899,0.441066184,Not Significant,Not Significant
O43660,PLRG1,1.243589024,0.148865161,0.441066184,Not Significant,Not Significant
P00352,ALDH1A1,-1.86803621,0.148434732,0.441066184,Not Significant,Not Significant
P01019,AGT,1.75488853,0.148038258,0.441066184,Not Significant,Not Significant
P35527,KRT9,-1.195875486,0.148901605,0.441066184,Not Significant,Not Significant
P38919,EIF4A3,0.240257688,0.147265641,0.441066184,Not Significant,Not Significant
P49207,RPL34,-0.761761533,0.148462016,0.441066184,Not Significant,Not Significant
P61981,YWHAG,3.70304266,0.147741995,0.441066184,Not Significant,Not Significant
Q9NTZ6,RBM12,2.647996373,0.148260385,0.441066184,Not Significant,Not Significant
Q5SSJ5,HP1BP3,-0.643027626,0.149469132,0.442127181,Not Significant,Not Significant
O75976,CPD,4.125191092,0.149752384,0.442345504,Not Significant,Not Significant
Q92945,KHSRP,-0.492258937,0.150398598,0.443633854,Not Significant,Not Significant
O75348,ATP6V1G1,-1.870014991,0.150853653,0.443954901,Not Significant,Not Significant
P23588,EIF4B,2.310114386,0.151978879,0.443954901,Not Significant,Not Significant
Q16790,CA9,4.802451728,0.151391744,0.443954901,Not Significant,Not Significant
Q9BYT8,NLN,1.067081533,0.151583956,0.443954901,Not Significant,Not Significant
Q9H4M9,EHD1,5.189695493,0.151893404,0.443954901,Not Significant,Not Significant
Q9Y3A5,SBDS,2.055948042,0.15162493,0.443954901,Not Significant,Not Significant
Q9Y5S9,RBM8A,1.769357101,0.151687845,0.443954901,Not Significant,Not Significant
P23142,FBLN1,1.223190358,0.153557319,0.447311901,Not Significant,Not Significant
Q52LJ0,FAM98B,-0.963955401,0.153763466,0.447311901,Not Significant,Not Significant
Q96EE3,SEH1L,1.667515298,0.153668917,0.447311901,Not Significant,Not Significant
Q12905,ILF2,0.407250288,0.15428505,0.448211864,Not Significant,Not Significant
Q96EP5,DAZAP1,-0.375267617,0.154609395,0.448537146,Not Significant,Not Significant
Q15459,SF3A1,0.684085511,0.155416479,0.450260086,Not Significant,Not Significant
P00387,CYB5R3,1.175095436,0.156556722,0.452942188,Not Significant,Not Significant
P19022,CDH2,12.91880181,0.156786769,0.452987218,Not Significant,Not Significant
Q9UM22,EPDR1,-1.059001677,0.157228772,0.453643669,Not Significant,Not Significant
P62306,SNRPF,1.186532198,0.157762546,0.453692313,Not Significant,Not Significant
Q13310,PABPC4,-0.220705034,0.157770687,0.453692313,Not Significant,Not Significant
Q96CM8,ACSF2,0.291540745,0.158068948,0.453692313,Not Significant,Not Significant
Q96QK1,VPS35,1.95429067,0.158104897,0.453692313,Not Significant,Not Significant
O75764,TCEA3,-4.597184886,0.158896847,0.45472919,Not Significant,Not Significant
Q9P0K7,RAI14,2.002404633,0.158781809,0.45472919,Not Significant,Not Significant
Q13557,CAMK2D,0.665791188,0.159582735,0.456074069,Not Significant,Not Significant
P46776,RPL27A,-1.279643296,0.160054556,0.456804354,Not Significant,Not Significant
Q8WU76,SCFD2,0.996905432,0.161061987,0.459059267,Not Significant,Not Significant
Q86WA6,BPHL,0.987644998,0.161575078,0.459901031,Not Significant,Not Significant
Q14789,GOLGB1,1.464183247,0.162017896,0.460082535,Not Significant,Not Significant
Q9ULV4,CORO1C,-0.177996241,0.162074529,0.460082535,Not Significant,Not Significant
P35250,RFC2,-1.581913542,0.162639072,0.461065397,Not Significant,Not Significant
P49419,ALDH7A1,0.585522776,0.162989144,0.461438435,Not Significant,Not Significant
Q969X1,TMBIM1,1.001307518,0.163341108,0.461815824,Not Significant,Not Significant
P57740,NUP107,2.916172593,0.164564805,0.464033201,Not Significant,Not Significant
Q9UKM9,RALY,0.470502708,0.164478338,0.464033201,Not Significant,Not Significant
P61020,RAB5B,0.884964842,0.165133569,0.465016131,Not Significant,Not Significant
P07954,FH,0.976446156,0.166149935,0.46725521,Not Significant,Not Significant
O43159,RRP8,-1.626463791,0.167068599,0.468590813,Not Significant,Not Significant
P61313,RPL15,-0.684773085,0.166866413,0.468590813,Not Significant,Not Significant
P02768,ALB,1.813916936,0.167746043,0.468623866,Not Significant,Not Significant
P34949,MPI,-10.70833593,0.167598752,0.468623866,Not Significant,Not Significant
Q9Y287,ITM2B,3.416905588,0.167437587,0.468623866,Not Significant,Not Significant
O15230,LAMA5,4.128371121,0.169721016,0.472267175,Not Significant,Not Significant
P61927,RPL37,-0.761721367,0.169669892,0.472267175,Not Significant,Not Significant
P83731,RPL24,-1.130100914,0.169683767,0.472267175,Not Significant,Not Significant
P46821,MAP1B,1.84173414,0.170338233,0.472863075,Not Significant,Not Significant
Q7Z7K6,CENPV,-0.982054498,0.170382955,0.472863075,Not Significant,Not Significant
O43617,TRAPPC3,2.444908145,0.17088954,0.473189461,Not Significant,Not Significant
Q13547,HDAC1,0.730502759,0.170948655,0.473189461,Not Significant,Not Significant
P11182,DBT,1.528493501,0.171378192,0.473210224,Not Significant,Not Significant
P55735,SEC13,-6.103153636,0.171404271,0.473210224,Not Significant,Not Significant
Q14108,SCARB2,4.411079801,0.17194526,0.47408406,Not Significant,Not Significant
O94906,PRPF6,0.832539097,0.173953041,0.475892257,Not Significant,Not Significant
P02679,FGG,1.37542447,0.173905052,0.475892257,Not Significant,Not Significant
P62753,RPS6,-1.937642126,0.173910112,0.475892257,Not Significant,Not Significant
Q12931,TRAP1,0.305052458,0.173535579,0.475892257,Not Significant,Not Significant
Q4G0J3,LARP7,1.784712877,0.172881425,0.475892257,Not Significant,Not Significant
Q9Y2Q9,MRPS28,3.086276363,0.173616887,0.475892257,Not Significant,Not Significant
O00559,EBAG9,-1.696875564,0.174405968,0.476514106,Not Significant,Not Significant
P49750,YLPM1,2.215786545,0.176583234,0.481839522,Not Significant,Not Significant
P67936,TPM4,-2.053481215,0.177433074,0.483533745,Not Significant,Not Significant
Q00341,HDLBP,0.518959708,0.178017773,0.483878425,Not Significant,Not Significant
Q00610,CLTC,-0.169751183,0.17792996,0.483878425,Not Significant,Not Significant
Q9H845,ACAD9,0.795661943,0.178848274,0.485510995,Not Significant,Not Significant
P02749,APOH,7.867382521,0.18045559,0.486473157,Not Significant,Not Significant
P48643,CCT5,0.286749601,0.180403868,0.486473157,Not Significant,Not Significant
Q02880,TOP2B,1.542711842,0.18081507,0.486473157,Not Significant,Not Significant
Q5R3I4,TTC38,4.645481139,0.180574093,0.486473157,Not Significant,Not Significant
Q96CN7,ISOC1,1.860325914,0.180597223,0.486473157,Not Significant,Not Significant
Q9UBV2,SEL1L,1.891371354,0.180511739,0.486473157,Not Significant,Not Significant
Q9ULX6,AKAP8L,1.414945828,0.180603363,0.486473157,Not Significant,Not Significant
P08833,IGFBP1,1.935034946,0.181324212,0.487222311,Not Significant,Not Significant
P10809,HSPD1,0.089025691,0.181645819,0.487466291,Not Significant,Not Significant
P09104,ENO2,5.307038595,0.182647971,0.488868574,Not Significant,Not Significant
P40925,MDH1,-1.544618355,0.182957328,0.488868574,Not Significant,Not Significant
Q07954,LRP1,5.4963311,0.183557187,0.488868574,Not Significant,Not Significant
Q13439,GOLGA4,2.016241768,0.182896742,0.488868574,Not Significant,Not Significant
Q15637,SF1,-1.295067485,0.18342508,0.488868574,Not Significant,Not Significant
Q8WWM7,ATXN2L,-2.331897439,0.183304801,0.488868574,Not Significant,Not Significant
P43246,MSH2,1.565426075,0.184376606,0.489708252,Not Significant,Not Significant
Q15233,NONO,-0.249917859,0.184568072,0.489708252,Not Significant,Not Significant
Q9Y5L3,ENTPD2,-2.061892021,0.184110649,0.489708252,Not Significant,Not Significant
P60709,ACTB,0.116324297,0.185365015,0.490537108,Not Significant,Not Significant
P61019,RAB2A,3.014534539,0.185859501,0.490537108,Not Significant,Not Significant
P62136,PPP1CA,2.33300966,0.186041773,0.490537108,Not Significant,Not Significant
Q6IBS0,TWF2,2.651991521,0.185866277,0.490537108,Not Significant,Not Significant
Q8WWC4,MAIP1,-4.507602582,0.185199831,0.490537108,Not Significant,Not Significant
P25685,DNAJB1,3.444558767,0.186576316,0.490588644,Not Significant,Not Significant
P52815,MRPL12,-0.784876802,0.186758177,0.490588644,Not Significant,Not Significant
Q9UHD1,CHORDC1,0.691316699,0.186679499,0.490588644,Not Significant,Not Significant
Q16643,DBN1,6.614031702,0.187339691,0.49150488,Not Significant,Not Significant
O75694,NUP155,1.76058385,0.187861956,0.49196338,Not Significant,Not Significant
Q9HD45,TM9SF3,2.10954672,0.187980326,0.49196338,Not Significant,Not Significant
Q99959,PKP2,-1.52351348,0.188418301,0.492091714,Not Significant,Not Significant
Q9NQ84,GPRC5C,4.507958608,0.188495358,0.492091714,Not Significant,Not Significant
P25787,PSMA2,2.927573964,0.189751843,0.494760361,Not Significant,Not Significant
P61011,SRP54,0.278563775,0.19038326,0.495794629,Not Significant,Not Significant
Q3ZCQ8,TIMM50,3.14476314,0.190680502,0.495957169,Not Significant,Not Significant
O75400,PRPF40A,-0.450283284,0.19170907,0.496837643,Not Significant,Not Significant
P09001,MRPL3,2.73860932,0.191680017,0.496837643,Not Significant,Not Significant
P17980,PSMC3,0.903280118,0.192465527,0.496837643,Not Significant,Not Significant
P22234,PAICS,-2.470613841,0.192665734,0.496837643,Not Significant,Not Significant
Q13085,ACACA,-5.088279692,0.192633674,0.496837643,Not Significant,Not Significant
Q9NR31,SAR1A,3.175622092,0.192144119,0.496837643,Not Significant,Not Significant
Q9Y3U8,RPL36,-0.49762503,0.191982221,0.496837643,Not Significant,Not Significant
P63241,EIF5A,-2.382424892,0.19295631,0.496980155,Not Significant,Not Significant
Q9NVV4,MTPAP,1.343659118,0.193347743,0.49738177,Not Significant,Not Significant
O00743,PPP6C,1.263649942,0.194758137,0.497528077,Not Significant,Not Significant
O15173,PGRMC2,2.362722508,0.193791823,0.497528077,Not Significant,Not Significant
O15523,DDX3Y,-4.228695832,0.19398509,0.497528077,Not Significant,Not Significant
O75533,SF3B1,1.82024788,0.194465294,0.497528077,Not Significant,Not Significant
Q92783,STAM,1.924674032,0.194567517,0.497528077,Not Significant,Not Significant
Q9UHN6,TMEM2,4.701802442,0.194818049,0.497528077,Not Significant,Not Significant
Q99567,NUP88,1.220594272,0.196233165,0.500536769,Not Significant,Not Significant
Q9NYK5,MRPL39,1.561786802,0.196549831,0.500739737,Not Significant,Not Significant
Q9UDY2,TJP2,1.247966405,0.196987519,0.501250168,Not Significant,Not Significant
P36578,RPL4,-0.50429878,0.197508312,0.501970584,Not Significant,Not Significant
Q9Y3A3,MOB4,3.932187202,0.198922257,0.504956498,Not Significant,Not Significant
O14776,TCERG1,0.36965013,0.199249721,0.505180566,Not Significant,Not Significant
P60953,CDC42,0.919835166,0.200349037,0.506144935,Not Significant,Not Significant
P67775,PPP2CA,1.608612582,0.199983722,0.506144935,Not Significant,Not Significant
Q06787,FMR1,1.221972794,0.200228198,0.506144935,Not Significant,Not Significant
P02763,ORM1,0.800038937,0.200944755,0.506438332,Not Significant,Not Significant
P98179,RBM3,1.228962429,0.20075687,0.506438332,Not Significant,Not Significant
Q99848,EBNA1BP2,3.105119991,0.201869122,0.508161603,Not Significant,Not Significant
P22570,FDXR,1.266630113,0.202528662,0.509214923,Not Significant,Not Significant
P50213,IDH3A,0.669630197,0.202800572,0.509292282,Not Significant,Not Significant
Q13838,DDX39B,0.243189908,0.203424379,0.510252125,Not Significant,Not Significant
P46783,RPS10,0.821872005,0.204144518,0.511451035,Not Significant,Not Significant
P35914,HMGCL,-0.332855614,0.206970791,0.51749031,Not Significant,Not Significant
Q7L4I2,RSRC2,-1.187848357,0.207045129,0.51749031,Not Significant,Not Significant
Q9NWT1,PAK1IP1,1.529347413,0.207302145,0.517520248,Not Significant,Not Significant
Q8TDN6,BRIX1,-0.677152258,0.208190635,0.518323655,Not Significant,Not Significant
Q9P0M6,H2AFY2,-1.054076882,0.208360219,0.518323655,Not Significant,Not Significant
Q9Y3C1,NOP16,-0.663250405,0.208257426,0.518323655,Not Significant,Not Significant
Q08495,DMTN,-6.34227579,0.208641992,0.518413984,Not Significant,Not Significant
P31930,UQCRC1,0.445357904,0.209836884,0.518940864,Not Significant,Not Significant
P47914,RPL29,-0.874352791,0.20912751,0.518940864,Not Significant,Not Significant
Q6Q788,APOA5,4.43574229,0.209697846,0.518940864,Not Significant,Not Significant
Q9UHV9,PFDN2,-2.977847024,0.209664417,0.518940864,Not Significant,Not Significant
P22059,OSBP,1.833778664,0.210598195,0.519675879,Not Significant,Not Significant
Q15843,NEDD8,-4.116465318,0.210626209,0.519675879,Not Significant,Not Significant
O14874,BCKDK,-3.225838683,0.21228373,0.521539905,Not Significant,Not Significant
P35232,PHB,0.672900929,0.212224627,0.521539905,Not Significant,Not Significant
P38646,HSPA9,0.321956607,0.212329505,0.521539905,Not Significant,Not Significant
Q9BSH5,HDHD3,1.074366494,0.212369469,0.521539905,Not Significant,Not Significant
P46060,RANGAP1,1.284782633,0.212926724,0.522301094,Not Significant,Not Significant
O95400,CD2BP2,2.408633895,0.214991897,0.526144713,Not Significant,Not Significant
P25789,PSMA4,0.55704679,0.21480604,0.526144713,Not Significant,Not Significant
O95861,BPNT1,2.401188418,0.216709998,0.528849772,Not Significant,Not Significant
P82912,MRPS11,3.987022843,0.216848439,0.528849772,Not Significant,Not Significant
Q9Y4F1,FARP1,0.494197714,0.216381003,0.528849772,Not Significant,Not Significant
O75347,TBCA,6.047809998,0.21923762,0.530056228,Not Significant,Not Significant
O75718,CRTAP,1.260099532,0.218562258,0.530056228,Not Significant,Not Significant
Q02127,DHODH,0.856511905,0.218106753,0.530056228,Not Significant,Not Significant
Q14139,UBE4A,1.888169372,0.218444525,0.530056228,Not Significant,Not Significant
Q8NC56,LEMD2,-2.65158727,0.219323407,0.530056228,Not Significant,Not Significant
Q9NZ45,CISD1,1.255816223,0.21935092,0.530056228,Not Significant,Not Significant
Q9UNW1,MINPP1,1.314259277,0.218767607,0.530056228,Not Significant,Not Significant
Q9Y3B7,MRPL11,11.71603135,0.217888445,0.530056228,Not Significant,Not Significant
P02671,FGA,1.208775977,0.220281654,0.53156368,Not Significant,Not Significant
Q9HBH1,PDF,1.494951517,0.220478117,0.53156368,Not Significant,Not Significant
P43487,RANBP1,15.21363242,0.220985143,0.531974153,Not Significant,Not Significant
Q8IXI1,RHOT2,2.632416922,0.221152134,0.531974153,Not Significant,Not Significant
P11498,PC,-1.313461865,0.222848512,0.534163956,Not Significant,Not Significant
Q15738,NSDHL,2.399510684,0.223191345,0.534163956,Not Significant,Not Significant
Q96EL3,MRPL53,2.973818871,0.223327071,0.534163956,Not Significant,Not Significant
Q9NY61,AATF,-4.230362596,0.223311475,0.534163956,Not Significant,Not Significant
Q9P016,THYN1,-2.199042378,0.222364249,0.534163956,Not Significant,Not Significant
O60884,DNAJA2,0.87477762,0.224758025,0.536371693,Not Significant,Not Significant
P07339,CTSD,1.521285507,0.224520581,0.536371693,Not Significant,Not Significant
Q99615,DNAJC7,-2.873409669,0.225334615,0.537140753,Not Significant,Not Significant
O00425,IGF2BP3,-0.601942794,0.227404903,0.537826602,Not Significant,Not Significant
O60493,SNX3,2.201244067,0.22724901,0.537826602,Not Significant,Not Significant
P15559,NQO1,-3.245515117,0.22694836,0.537826602,Not Significant,Not Significant
P55209,NAP1L1,-7.480231601,0.226459542,0.537826602,Not Significant,Not Significant
P62987,UBA52,3.242919191,0.226437669,0.537826602,Not Significant,Not Significant
P80404,ABAT,0.479938061,0.226901759,0.537826602,Not Significant,Not Significant
Q93050,ATP6V0A1,2.469858871,0.226069405,0.537826602,Not Significant,Not Significant
P30050,RPL12,0.64910078,0.22896706,0.537907043,Not Significant,Not Significant
Q8N6C5,IGSF1,4.708976721,0.228597395,0.537907043,Not Significant,Not Significant
Q8WVM0,TFB1M,-0.583884262,0.227995197,0.537907043,Not Significant,Not Significant
Q99536,VAT1,1.807663115,0.228617643,0.537907043,Not Significant,Not Significant
Q9BXS5,AP1M1,1.192516219,0.228951637,0.537907043,Not Significant,Not Significant
Q9Y3D3,MRPS16,-1.193350841,0.228248252,0.537907043,Not Significant,Not Significant
O43776,NARS,2.169614891,0.229451251,0.538445603,Not Significant,Not Significant
P38159,RBMX,-0.351267631,0.230260671,0.539146937,Not Significant,Not Significant
Q9H553,ALG2,1.645038422,0.230069845,0.539146937,Not Significant,Not Significant
Q9Y6X4,FAM169A,0.587422009,0.23081769,0.53985267,Not Significant,Not Significant
O60637,TSPAN3,3.835422844,0.233490418,0.544082116,Not Significant,Not Significant
O94979,SEC31A,-1.630183586,0.233100969,0.544082116,Not Significant,Not Significant
P34931,HSPA1L,0.350814272,0.233656477,0.544082116,Not Significant,Not Significant
Q9Y262,EIF3L,1.35816548,0.233468377,0.544082116,Not Significant,Not Significant
P61923,COPZ1,0.963774977,0.234082788,0.544474502,Not Significant,Not Significant
Q08170,SRSF4,-1.206180784,0.23461369,0.545109035,Not Significant,Not Significant
P17844,DDX5,0.873178552,0.235028692,0.545402944,Not Significant,Not Significant
P62269,RPS18,1.524684454,0.235256668,0.545402944,Not Significant,Not Significant
P13797,PLS3,-1.937287373,0.235619775,0.545645794,Not Significant,Not Significant
O15145,ARPC3,2.007993458,0.236425737,0.54651755,Not Significant,Not Significant
P04114,APOB,2.53833324,0.236513751,0.54651755,Not Significant,Not Significant
P39656,DDOST,1.254426059,0.236848349,0.546692582,Not Significant,Not Significant
P62829,RPL23,-0.639504346,0.237316428,0.547174996,Not Significant,Not Significant
Q8IWJ2,GCC2,1.6836659,0.238984579,0.550420317,Not Significant,Not Significant
Q15819,UBE2V2,-7.2045127,0.23924773,0.55042615,Not Significant,Not Significant
P17480,UBTF,-0.563599721,0.240113609,0.551817131,Not Significant,Not Significant
O14949,UQCRQ,-1.60901178,0.242686899,0.555234422,Not Significant,Not Significant
O76021,RSL1D1,-0.519798749,0.243300527,0.555234422,Not Significant,Not Significant
Q01780,EXOSC10,-6.60155431,0.242911929,0.555234422,Not Significant,Not Significant
Q12874,SF3A3,0.358992083,0.24344085,0.555234422,Not Significant,Not Significant
Q14683,SMC1A,0.794761091,0.241887186,0.555234422,Not Significant,Not Significant
Q5T6V5,C9orf64,-3.297299264,0.243318707,0.555234422,Not Significant,Not Significant
Q96T23,RSF1,-0.987692566,0.242794373,0.555234422,Not Significant,Not Significant
P11142,HSPA8,0.213936147,0.244728113,0.557568258,Not Significant,Not Significant
Q8N4F0,BPIFB2,0.524928839,0.245036346,0.557668926,Not Significant,Not Significant
P15880,RPS2,-0.369496749,0.246116261,0.559523729,Not Significant,Not Significant
Q5T653,MRPL2,2.789387591,0.246396707,0.559558974,Not Significant,Not Significant
P50570,DNM2,1.487558483,0.247573731,0.560601588,Not Significant,Not Significant
Q93052,LPP,4.574036116,0.247652122,0.560601588,Not Significant,Not Significant
Q9H0X4,FAM234A,2.038450672,0.24733758,0.560601588,Not Significant,Not Significant
Q14160,SCRIB,2.434986058,0.248278898,0.561418664,Not Significant,Not Significant
Q2Q1W2,TRIM71,3.756369276,0.248777212,0.56194382,Not Significant,Not Significant
Q8WUY1,THEM6,-7.16701246,0.24974679,0.563531219,Not Significant,Not Significant
Q13505,MTX1,1.323944115,0.250102359,0.56373125,Not Significant,Not Significant
P32189,GK,4.504139531,0.251312876,0.564569039,Not Significant,Not Significant
P49327,FASN,-1.156210831,0.251543308,0.564569039,Not Significant,Not Significant
Q14671,PUM1,4.099835365,0.251287293,0.564569039,Not Significant,Not Significant
Q68EM7,ARHGAP17,1.982153422,0.251096962,0.564569039,Not Significant,Not Significant
Q15365,PCBP1,-0.661883564,0.252708911,0.566583036,Not Significant,Not Significant
P50416,CPT1A,0.80265647,0.253027896,0.566696624,Not Significant,Not Significant
Q7L2E3,DHX30,-6.659746789,0.253576116,0.567322836,Not Significant,Not Significant
P53621,COPA,-1.25174556,0.255482017,0.570636876,Not Significant,Not Significant
Q9BVP2,GNL3,-1.401932471,0.255597767,0.570636876,Not Significant,Not Significant
P61106,RAB14,2.498546707,0.256849375,0.572825639,Not Significant,Not Significant
P18085,ARF4,0.838017993,0.257474751,0.573614634,Not Significant,Not Significant
P46109,CRKL,5.328532498,0.259005248,0.57399694,Not Significant,Not Significant
Q08426,EHHADH,1.033548129,0.258463003,0.57399694,Not Significant,Not Significant
Q16576,RBBP7,-2.799952714,0.258674861,0.57399694,Not Significant,Not Significant
Q5JTV8,TOR1AIP1,5.385095306,0.258639272,0.57399694,Not Significant,Not Significant
Q9NSE4,IARS2,0.373733036,0.258927242,0.57399694,Not Significant,Not Significant
Q7KYR7,BTN2A1,1.651081968,0.259668194,0.57486292,Not Significant,Not Significant
O75489,NDUFS3,0.938484115,0.262736472,0.578487051,Not Significant,Not Significant
P06737,PYGL,1.232397697,0.261723995,0.578487051,Not Significant,Not Significant
P14923,JUP,0.60799451,0.262703497,0.578487051,Not Significant,Not Significant
P31943,HNRNPH1,0.228813824,0.262948659,0.578487051,Not Significant,Not Significant
Q96S97,MYADM,5.835693846,0.262715935,0.578487051,Not Significant,Not Significant
Q9UI14,RABAC1,-0.458501349,0.262732547,0.578487051,Not Significant,Not Significant
O75390,CS,0.821976523,0.264949961,0.580281475,Not Significant,Not Significant
P13639,EEF2,-2.274460366,0.264114386,0.580281475,Not Significant,Not Significant
P29317,EPHA2,1.634531525,0.264488437,0.580281475,Not Significant,Not Significant
Q7Z4H8,KDELC2,2.619615538,0.265138079,0.580281475,Not Significant,Not Significant
Q9NQ94,A1CF,-0.396710996,0.264609447,0.580281475,Not Significant,Not Significant
P62750,RPL23A,-0.167100234,0.265698481,0.580905996,Not Significant,Not Significant
Q9NP79,VTA1,9.661845154,0.266015452,0.580997555,Not Significant,Not Significant
Q9Y4C8,RBM19,0.633623542,0.267112018,0.582789857,Not Significant,Not Significant
P34897,SHMT2,-0.185308203,0.267425156,0.582842915,Not Significant,Not Significant
Q8NC42,RNF149,2.340449036,0.267688271,0.582842915,Not Significant,Not Significant
Q92597,NDRG1,2.354170929,0.268239167,0.583440907,Not Significant,Not Significant
P12955,PEPD,-7.005323405,0.269101468,0.584714302,Not Significant,Not Significant
P49588,AARS,-3.037356769,0.270968154,0.586357316,Not Significant,Not Significant
P55789,GFER,1.492328983,0.270684145,0.586357316,Not Significant,Not Significant
Q15041,ARL6IP1,2.278800794,0.270954858,0.586357316,Not Significant,Not Significant
Q8IWZ3,ANKHD1,1.342435714,0.270236075,0.586357316,Not Significant,Not Significant
P10606,COX5B,0.443522045,0.271293514,0.586460493,Not Significant,Not Significant
P47985,UQCRFS1,0.76989169,0.272807052,0.58661425,Not Significant,Not Significant
Q08257,CRYZ,0.319944619,0.27195873,0.58661425,Not Significant,Not Significant
Q09028,RBBP4,-0.186865259,0.273031159,0.58661425,Not Significant,Not Significant
Q12959,DLG1,1.584174011,0.272710293,0.58661425,Not Significant,Not Significant
Q86XP3,DDX42,0.901608105,0.271952385,0.58661425,Not Significant,Not Significant
